"from","to","relationship","relationship_detail","source","LINK_FUNCTION"
"kegg_2034","kegg_7423","activates","expression","KEGG",1
"kegg_2034","kegg_7424","activates","expression","KEGG",1
"kegg_2034","kegg_9915","other","binding_association","KEGG",0
"kegg_2056","kegg_1439","activates","activation","KEGG",1
"kegg_2056","kegg_1441","activates","activation","KEGG",1
"kegg_2056","kegg_149233","activates","activation","KEGG",1
"kegg_2056","kegg_2057","activates","activation","KEGG",1
"kegg_2056","kegg_2690","activates","activation","KEGG",1
"kegg_2056","kegg_3454","activates","activation","KEGG",1
"kegg_2056","kegg_3455","activates","activation","KEGG",1
"kegg_2056","kegg_3459","activates","activation","KEGG",1
"kegg_2056","kegg_3460","activates","activation","KEGG",1
"kegg_2056","kegg_3559","activates","activation","KEGG",1
"kegg_2056","kegg_3560","activates","activation","KEGG",1
"kegg_2056","kegg_3561","activates","activation","KEGG",1
"kegg_2056","kegg_3563","activates","activation","KEGG",1
"kegg_2056","kegg_3566","activates","activation","KEGG",1
"kegg_2056","kegg_3568","activates","activation","KEGG",1
"kegg_2056","kegg_3570","activates","activation","KEGG",1
"kegg_2056","kegg_3572","activates","activation","KEGG",1
"kegg_2056","kegg_3575","activates","activation","KEGG",1
"kegg_2056","kegg_3594","activates","activation","KEGG",1
"kegg_2056","kegg_3595","activates","activation","KEGG",1
"kegg_2056","kegg_3597","activates","activation","KEGG",1
"kegg_2056","kegg_3601","activates","activation","KEGG",1
"kegg_2056","kegg_3716","activates","activation","KEGG",1
"kegg_2056","kegg_3717","activates","activation","KEGG",1
"kegg_2056","kegg_3718","activates","activation","KEGG",1
"kegg_2056","kegg_3953","activates","activation","KEGG",1
"kegg_2056","kegg_4352","activates","activation","KEGG",1
"kegg_2056","kegg_5618","activates","activation","KEGG",1
"kegg_2056","kegg_9180","activates","activation","KEGG",1
"kegg_2057","kegg_3716","activates","activation","KEGG",1
"kegg_2057","kegg_3717","activates","activation","KEGG",1
"kegg_2057","kegg_3718","activates","activation","KEGG",1
"kegg_2057","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_2057","kegg_6776","activates","activation_phosphorylation","KEGG",1
"kegg_2057","kegg_6777","activates","activation_phosphorylation","KEGG",1
"kegg_2064","kegg_1499","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_2064","kegg_1500","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_2064","kegg_25759","activates","activation","KEGG",1
"kegg_2064","kegg_2885","activates","activation","KEGG",1
"kegg_2064","kegg_3667","activates","activation","KEGG",1
"kegg_2064","kegg_3716","activates","activation","KEGG",1
"kegg_2064","kegg_3717","activates","activation","KEGG",1
"kegg_2064","kegg_3718","activates","activation","KEGG",1
"kegg_2064","kegg_399694","activates","activation","KEGG",1
"kegg_2064","kegg_5290","activates","activation|activation_indirect effect","KEGG",1
"kegg_2064","kegg_5290","other","indirect effect","KEGG",0
"kegg_2064","kegg_5291","activates","activation|activation_indirect effect","KEGG",1
"kegg_2064","kegg_5291","other","indirect effect","KEGG",0
"kegg_2064","kegg_5293","activates","activation|activation_indirect effect","KEGG",1
"kegg_2064","kegg_5293","other","indirect effect","KEGG",0
"kegg_2064","kegg_5295","activates","activation|activation_indirect effect","KEGG",1
"kegg_2064","kegg_5295","other","indirect effect","KEGG",0
"kegg_2064","kegg_5296","activates","activation|activation_indirect effect","KEGG",1
"kegg_2064","kegg_5296","other","indirect effect","KEGG",0
"kegg_2064","kegg_5335","activates","activation|activation_phosphorylation","KEGG",1
"kegg_2064","kegg_53358","activates","activation","KEGG",1
"kegg_2064","kegg_5336","activates","activation|activation_phosphorylation","KEGG",1
"kegg_2064","kegg_5594","other","indirect effect","KEGG",0
"kegg_2064","kegg_5595","other","indirect effect","KEGG",0
"kegg_2064","kegg_5604","activates","activation_indirect effect","KEGG",1
"kegg_2064","kegg_5605","activates","activation_indirect effect","KEGG",1
"kegg_2064","kegg_5747","activates","activation","KEGG",1
"kegg_2064","kegg_6464","activates","activation","KEGG",1
"kegg_2064","kegg_8503","activates","activation|activation_indirect effect","KEGG",1
"kegg_2064","kegg_8503","other","indirect effect","KEGG",0
"kegg_2065","kegg_2885","activates","activation","KEGG",1
"kegg_2065","kegg_3667","activates","activation","KEGG",1
"kegg_2065","kegg_5335","activates","activation","KEGG",1
"kegg_2065","kegg_5336","activates","activation","KEGG",1
"kegg_2066","kegg_2885","activates","activation","KEGG",1
"kegg_2066","kegg_3667","activates","activation","KEGG",1
"kegg_2066","kegg_5335","activates","activation","KEGG",1
"kegg_2066","kegg_5336","activates","activation","KEGG",1
"kegg_2069","kegg_1436","activates","activation","KEGG",1
"kegg_2069","kegg_1956","activates","activation","KEGG",1
"kegg_2069","kegg_1969","activates","activation","KEGG",1
"kegg_2069","kegg_2064","activates","activation","KEGG",1
"kegg_2069","kegg_2065","activates","activation","KEGG",1
"kegg_2069","kegg_2066","activates","activation","KEGG",1
"kegg_2069","kegg_2260","activates","activation","KEGG",1
"kegg_2069","kegg_2261","activates","activation","KEGG",1
"kegg_2069","kegg_2263","activates","activation","KEGG",1
"kegg_2069","kegg_2264","activates","activation","KEGG",1
"kegg_2069","kegg_2321","activates","activation","KEGG",1
"kegg_2069","kegg_2322","activates","activation","KEGG",1
"kegg_2069","kegg_2324","activates","activation","KEGG",1
"kegg_2069","kegg_3480","activates","activation","KEGG",1
"kegg_2069","kegg_3643","activates","activation","KEGG",1
"kegg_2069","kegg_3791","activates","activation","KEGG",1
"kegg_2069","kegg_3815","activates","activation","KEGG",1
"kegg_2069","kegg_4233","activates","activation","KEGG",1
"kegg_2069","kegg_4804","activates","activation","KEGG",1
"kegg_2069","kegg_4914","activates","activation","KEGG",1
"kegg_2069","kegg_4915","activates","activation","KEGG",1
"kegg_2069","kegg_5156","activates","activation","KEGG",1
"kegg_2069","kegg_5159","activates","activation","KEGG",1
"kegg_2069","kegg_7010","activates","activation","KEGG",1
"kegg_207","kegg_1026","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_1027","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_10488","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_107080638","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_1147","activates","activation|activation_phosphorylation","KEGG",1
"kegg_207","kegg_1385","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_1386","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_1388","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_148327","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_2308","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_2309","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_2475","activates","activation|activation_indirect effect|activation_phosphorylation","KEGG",1
"kegg_207","kegg_2932","inhibits","inhibition|inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_2932","other","phosphorylation","KEGG",0
"kegg_207","kegg_3164","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_3551","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_4193","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_4217","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_468","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_4790","other","indirect effect","KEGG",0
"kegg_207","kegg_4846","activates","activation|activation_phosphorylation","KEGG",1
"kegg_207","kegg_51256","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_572","inhibits","inhibition|inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_572","other","phosphorylation","KEGG",0
"kegg_207","kegg_5894","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_5970","other","indirect effect","KEGG",0
"kegg_207","kegg_598","activates","activation","KEGG",1
"kegg_207","kegg_6416","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_64764","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_7157","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_7248","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_7249","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_842","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_842","other","phosphorylation","KEGG",0
"kegg_207","kegg_84335","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_207","kegg_84699","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_8517","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_90993","activates","activation_phosphorylation","KEGG",1
"kegg_207","kegg_9586","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_1026","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_1027","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_10488","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_107080638","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_1147","activates","activation|activation_phosphorylation","KEGG",1
"kegg_208","kegg_1385","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_1386","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_1388","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_148327","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_2308","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_2309","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_2475","activates","activation|activation_indirect effect|activation_phosphorylation","KEGG",1
"kegg_208","kegg_2932","inhibits","inhibition|inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_2932","other","phosphorylation","KEGG",0
"kegg_208","kegg_3164","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_3551","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_4193","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_4217","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_468","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_4790","other","indirect effect","KEGG",0
"kegg_208","kegg_4846","activates","activation|activation_phosphorylation","KEGG",1
"kegg_208","kegg_51256","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_572","inhibits","inhibition|inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_572","other","phosphorylation","KEGG",0
"kegg_208","kegg_5894","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_5970","other","indirect effect","KEGG",0
"kegg_208","kegg_598","activates","activation","KEGG",1
"kegg_208","kegg_6416","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_64764","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_7157","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_7248","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_7249","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_842","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_842","other","phosphorylation","KEGG",0
"kegg_208","kegg_84335","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_208","kegg_84699","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_8517","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_90993","activates","activation_phosphorylation","KEGG",1
"kegg_208","kegg_9586","activates","activation_phosphorylation","KEGG",1
"kegg_2081","kegg_4217","activates","activation","KEGG",1
"kegg_2099","kegg_100653049","activates","expression","KEGG",1
"kegg_2099","kegg_125115","activates","expression","KEGG",1
"kegg_2099","kegg_147183","activates","expression","KEGG",1
"kegg_2099","kegg_1509","activates","expression","KEGG",1
"kegg_2099","kegg_162605","activates","expression","KEGG",1
"kegg_2099","kegg_192666","activates","expression","KEGG",1
"kegg_2099","kegg_2353","other","binding_association","KEGG",0
"kegg_2099","kegg_25984","activates","expression","KEGG",1
"kegg_2099","kegg_342574","activates","expression","KEGG",1
"kegg_2099","kegg_353288","activates","expression","KEGG",1
"kegg_2099","kegg_3725","other","binding_association","KEGG",0
"kegg_2099","kegg_3857","activates","expression","KEGG",1
"kegg_2099","kegg_3858","activates","expression","KEGG",1
"kegg_2099","kegg_3859","activates","expression","KEGG",1
"kegg_2099","kegg_3860","activates","expression","KEGG",1
"kegg_2099","kegg_3861","activates","expression","KEGG",1
"kegg_2099","kegg_3866","activates","expression","KEGG",1
"kegg_2099","kegg_3868","activates","expression","KEGG",1
"kegg_2099","kegg_3872","activates","expression","KEGG",1
"kegg_2099","kegg_3875","activates","expression","KEGG",1
"kegg_2099","kegg_3880","activates","expression","KEGG",1
"kegg_2099","kegg_3881","activates","expression","KEGG",1
"kegg_2099","kegg_3882","activates","expression","KEGG",1
"kegg_2099","kegg_3883","activates","expression","KEGG",1
"kegg_2099","kegg_3884","activates","expression","KEGG",1
"kegg_2099","kegg_3885","activates","expression","KEGG",1
"kegg_2099","kegg_3886","activates","expression","KEGG",1
"kegg_2099","kegg_390792","activates","expression","KEGG",1
"kegg_2099","kegg_4609","activates","expression","KEGG",1
"kegg_2099","kegg_5241","activates","expression","KEGG",1
"kegg_2099","kegg_54474","activates","expression","KEGG",1
"kegg_2099","kegg_5467","activates","expression","KEGG",1
"kegg_2099","kegg_5914","activates","expression","KEGG",1
"kegg_2099","kegg_595","activates","expression","KEGG",1
"kegg_2099","kegg_596","activates","expression","KEGG",1
"kegg_2099","kegg_6667","other","binding_association","KEGG",0
"kegg_2099","kegg_6714","activates","activation","KEGG",1
"kegg_2099","kegg_7031","activates","expression","KEGG",1
"kegg_2099","kegg_7039","activates","expression","KEGG",1
"kegg_2099","kegg_8687","activates","expression","KEGG",1
"kegg_2099","kegg_8688","activates","expression","KEGG",1
"kegg_2099","kegg_8689","activates","expression","KEGG",1
"kegg_2099","kegg_9166","activates","expression","KEGG",1
"kegg_2100","kegg_100653049","activates","expression","KEGG",1
"kegg_2100","kegg_125115","activates","expression","KEGG",1
"kegg_2100","kegg_147183","activates","expression","KEGG",1
"kegg_2100","kegg_1509","activates","expression","KEGG",1
"kegg_2100","kegg_162605","activates","expression","KEGG",1
"kegg_2100","kegg_192666","activates","expression","KEGG",1
"kegg_2100","kegg_2353","other","binding_association","KEGG",0
"kegg_2100","kegg_25984","activates","expression","KEGG",1
"kegg_2100","kegg_342574","activates","expression","KEGG",1
"kegg_2100","kegg_353288","activates","expression","KEGG",1
"kegg_2100","kegg_3725","other","binding_association","KEGG",0
"kegg_2100","kegg_3857","activates","expression","KEGG",1
"kegg_2100","kegg_3858","activates","expression","KEGG",1
"kegg_2100","kegg_3859","activates","expression","KEGG",1
"kegg_2100","kegg_3860","activates","expression","KEGG",1
"kegg_2100","kegg_3861","activates","expression","KEGG",1
